Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Player_Avg_Rating_Before_Injury,Player_Avg_Rating_After_Injury,Avg_GD_Before_Injury,Avg_GD_Missed_Matches,Team_Performance_Drop_Index
Matty Cash,Aston Villa,Right Back,25,2022/23,79.0,Tendon rupture,"Sep 3, 2022","Sep 28, 2022",lose,Arsenal,-1.0,5.9,lose,West Ham,-1.0,6.5,lose,Crystal Palace,-2.0,5.6,draw,Man City,0.0,win,Southampton,1.0,Missing,,,Missing,,,,draw,Nottm Forest,0.0,6.7,lose,Chelsea,-2.0,6.2,6.0,6.45,-1.3333333333333333,0.5,-1.8333333333333333
Diego Carlos,Aston Villa,Center Back,30,2022/23,82.0,Achilles tendon rupture,"Aug 11, 2022","Mar 12, 2023",lose,Bournemouth,-2.0,5.6,Missing,,,,Missing,,,,win,Everton,1.0,lose,Crystal Palace,-3.0,lose,West Ham,-1.0,Missing,,,,Missing,,,,Missing,,,,5.6,,-2.0,-1.0,-1.0
John McGinn,Aston Villa,Central Midfielder,28,2022/23,78.0,Hamstring strain,"Jan 1, 2023","Feb 4, 2023",Missing,,,,win,Brighton,1.0,6.1,win,Man United,2.0,6.0,win,Tottenham,2.0,draw,Wolves,0.0,win,Leeds,1.0,lose,Man City,-2.0,5.9,lose,Arsenal,-2.0,6.1,win,Everton,2.0,7.3,6.05,6.433333333333334,1.5,1.0,0.5
Lucas Digne,Aston Villa,Left Back,29,2022/23,82.0,Shoulder injury,"Jan 14, 2023","Feb 3, 2023",draw,Wolves,0.0,6.2,win,Tottenham,2.0,6.3,lose,Liverpool,-2.0,6.5,win,Southampton,1.0,win,Leicester,2.0,Missing,,,lose,Man City,-2.0,5.1,Missing,,,,lose,Everton,-2.0,6.6,6.333333333333333,5.85,0.0,1.5,-1.5
Lucas Digne,Aston Villa,Left Back,29,2022/23,82.0,Ankle injury,"Sep 17, 2022","Oct 27, 2022",win,Southampton,1.0,6.6,draw,Man City,0.0,6.2,lose,Arsenal,-1.0,5.9,win,Southampton,1.0,draw,Leeds,0.0,draw,Nottm Forest,0.0,lose,Newcastle,-4.0,5.9,win,Man United,2.0,6.8,win,Brighton,1.0,6.1,6.233333333333334,6.266666666666666,0.0,0.3333333333333333,-0.3333333333333333
Álex Moreno,Aston Villa,Left Back,31,2022/23,80.0,Hamstring injury,"May 20, 2023","Sep 15, 2023",Missing,,,,win,Wolves,1.0,6.2,lose,Man United,-1.0,6.0,draw,Liverpool,0.0,win,Brighton,1.0,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.1,,0.0,0.5,-0.5
acob Ramsey,Aston Villa,Attacking Midfielder,22,2022/23,76.0,Hamstring injury,"Nov 23, 2022","Jan 8, 2023",win,Brighton,1.0,5.4,win,Man United,2.0,7.4,lose,Newcastle,-4.0,5.7,lose,Liverpool,-2.0,win,Tottenham,2.0,draw,Wolves,0.0,win,Leeds,1.0,5.5,win,Southampton,1.0,7.4,lose,Leicester,-2.0,5.8,6.166666666666667,6.233333333333333,-0.3333333333333333,0.0,-0.3333333333333333
Boubacar Kamara,Aston Villa,Defensive Midfielder,23,2022/23,80.0,Ankle injury,"Mar 12, 2023","Mar 18, 2023",win,Crystal Palace,1.0,6.6,win,Everton,2.0,6.9,lose,Arsenal,-2.0,7.0,draw,West Ham,0.0,win,Bournemouth,3.0,win,Chelsea,2.0,Missing,,,,Missing,,,,Missing,,,,6.833333333333333,,0.3333333333333333,1.6666666666666667,-1.3333333333333335
Boubacar Kamara,Aston Villa,Defensive Midfielder,23,2022/23,80.0,Knee injury,"Sep 15, 2022","Oct 31, 2022",draw,Man City,0.0,6.3,lose,Arsenal,1.0,6.0,lose,West Ham,-1.0,6.9,win,Southampton,1.0,draw,Leeds,0.0,draw,Nottm Forest,0.0,Missing,,,,win,Brighton,1.0,6.2,lose,Liverpool,-2.0,6.1,6.400000000000001,6.15,0.0,0.3333333333333333,-0.3333333333333333
Matty Cash,Aston Villa,Defensive Midfielder,26,2023/24,79.0,Calf injury,"May 12, 2024","Jun 12, 2024",lose,Brighton,-1.0,6.2,draw,Chelsea,0.0,6.7,win,Bournemouth,2.0,5.5,draw,Liverpool,0.0,lose,Crystal Palace,-5.0,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.133333333333333,,0.3333333333333333,-2.5,2.8333333333333335
Matty Cash,Aston Villa,Right Back,26,2023/24,79.0,Hamstring injury,"Mar 21, 2024","Apr 12, 2024",draw,West Ham,0.0,6.0,lose,Tottenham,-4.0,5.6,win,Fulham,1.0,6.4,win,Wolves,2.0,lose,Man City,-3.0,draw,Brentford,0.0,Missing,,,,win,Bournemouth,2.0,5.5,Missing,,,,6.0,5.5,-1.0,-0.3333333333333333,-0.6666666666666667
Matty Cash,Aston Villa,Right Back,26,2023/24,79.0,Ill,"Dec 29, 2023","Dec 31, 2023",Missing,,,,draw,Sheffield,0.0,7.4,win,Brentford,1.0,6.0,win,Burnley,1.0,Missing,,,Missing,,,Missing,,,,draw,Everton,0.0,6.8,draw,Chelsea,0.0,4.5,6.7,5.65,0.5,1.0,-0.5
Diego Carlos,Aston Villa,Center Back,31,2023/24,81.0,Hamstring injury,"Feb 14, 2024","Mar 5, 2024",lose,Man United,-1.0,6.2,win,Sheffield,4.0,7.2,Missing,,,,win,Fulham,1.0,win,Nottm Forest,2.0,win,Luton Town,1.0,Missing,,,,Missing,,,,win,Wolves,2.0,6.7,6.7,6.7,1.5,1.3333333333333333,0.16666666666666674
Ezri Konsa,Aston Villa,Center Back,26,2023/24,80.0,Knee injury,"Feb 4, 2024","Mar 1, 2024",win,Sheffield,5.0,6.8,lose,Newcastle,-2.0,6.0,draw,Everton,0.0,6.5,lose,Man United,-1.0,win,Fulham,1.0,win,Nottm Forest,4.0,win,Luton Town,1.0,6.4,lose,Tottenham,-4.0,5.7,draw,West Ham,0.0,7.1,6.433333333333334,6.400000000000001,1.0,1.3333333333333333,-0.33333333333333326
Youri Tielemans,Aston Villa,Central Midfielder,27,2023/24,81.0,Groin injury,"Apr 27, 2024","Jun 10, 2024",win,Bournemouth,2.0,6.7,win,Arsenal,2.0,7.6,draw,Brentford,0.0,7.5,draw,Chelsea,0.0,lose,Brighton,-1.0,draw,Liverpool,0.0,Missing,,,,Missing,,,,Missing,,,,7.266666666666667,,1.3333333333333333,-0.3333333333333333,1.6666666666666665
Youri Tielemans,Aston Villa,Central Midfielder,27,2023/24,81.0,Calf injury,"Dec 13, 2023","Jan 12, 2024",win,Arsenal,1.0,5.9,win,Man City,1.0,6.7,draw,Bournemouth,0.0,7.2,win,Brentford,1.0,draw,Sheffield,0.0,lose,Man United,-1.0,draw,Everton,0.0,5.9,lose,Newcastle,-2.0,5.8,win,Sheffield,5.0,7.4,6.6000000000000005,6.366666666666667,0.6666666666666666,0.0,0.6666666666666666
Lucas Digne,Aston Villa,Left Back,30,2023/24,79.0,Hamstring injury,"Dec 26, 2023","Feb 6, 2024",draw,Sheffield,0.0,6.4,Missing,,,,win,Arsenal,1.0,6.3,lose,Man United,-1.0,win,Burnley,1.0,draw,Everton,0.0,Missing,,,,Missing,,,,win,Nottm Forest,2.0,6.3,6.35,6.3,0.5,0.0,0.5
Pau Torres,Aston Villa,Center Back,27,2023/24,82.0,Ankle injury,"Jan 5, 2024","Feb 4, 2024",win,Burnley,1.0,6.0,Missing,,,,Missing,,,,draw,Everton,0.0,lose,Newcastle,-2.0,win,Sheffield,5.0,Missing,,,,win,Fulham,1.0,6.3,win,Nottm Forest,2.0,6.3,6.0,6.3,1.0,1.0,0.0
Pau Torres,Aston Villa,Center Back,27,2023/24,82.0,unknown injury,"Dec 18, 2023","Dec 23, 2023",win,Arsenal,1.0,6.3,win,Man City,1.0,6.7,draw,Bournemouth,0.0,5.6,win,Burnley,1.0,draw,Sheffield,0.0,win,Man United,1.0,win,Tottenham,1.0,7.2,win,Burnley,1.0,6.0,win,Man City,1.0,6.7,6.2,6.633333333333333,0.6666666666666666,0.6666666666666666,0.0
Álex Moreno,Aston Villa,Left Back,31,2023/24,80.0,minor knock,"Apr 15, 2024","May 31, 2024",Missing,,,,lose,Man City,-3.0,5.5,win,Wolves,2.0,6.4,win,Bournemouth,2.0,draw,Chelsea,0.0,lose,Brighton,-1.0,Missing,,,,Missing,,,,Missing,,,,5.95,,-0.5,0.3333333333333333,-0.8333333333333333
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68.0,unknown injury,"Aug 11, 2023","Aug 13, 2023",Missing,,,,Missing,,,,Missing,,,,lose,Newcastle,-5.0,Missing,,,Missing,,,win,Everton,4.0,7.5,win,Burnley,2.0,6.0,lose,Liverpool,-3.0,5.7,,6.3999999999999995,,-5.0,
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68.0,infection,"Oct 21, 2023","Oct 23, 2023",Missing,,,,win,Brighton,5.0,5.0,win,Chelsea,1.0,5.0,win,West Ham,4.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,5.0,,3.0,4.0,-1.0
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68.0,infection,"Oct 28, 2023","Nov 6, 2023",Missing,,,,win,Brighton,5.0,5.0,win,Chelsea,1.0,5.0,win,West Ham,4.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,5.0,,3.0,4.0,-1.0
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68.0,Hamstring injury,"Jan 25, 2024","Mar 8, 2024",Missing,,,,draw,Everton,0.0,6.1,Missing,,,,lose,Newcastle,-2.0,win,Sheffield,5.0,lose,Man United,1.0,Missing,,,,draw,West Ham,0.0,5.3,win,Wolves,2.0,6.0,6.1,5.65,0.0,1.3333333333333333,-1.3333333333333333
Morgan Rogers,Aston Villa,Attacking Midfielder,21,2023/24,67.0,Hamstring injury,"May 6, 2024","Jun 1, 2024",draw,Chelsea,0.0,6.8,win,Bournemouth,2.0,7.3,win,Bournemouth,2.0,7.3,draw,Liverpool,0.0,lose,Crystal Palace,5.0,Missing,,,Missing,,,,Missing,,,,Missing,,,,7.133333333333333,,1.3333333333333333,2.5,-1.1666666666666667
Leon Bailey,Aston Villa,Right winger,26,2023/24,80.0,Ill,"May 18, 2024","May 31, 2024",draw,Liverpool,0.0,7.0,lose,Brighton,-1.0,5.9,draw,Chelsea,0.0,5.6,lose,Crystal Palace,-5.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.166666666666667,,-0.3333333333333333,-5.0,4.666666666666667
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78.0,Metatarsal fracture,"Jul 2, 2023","Sep 20, 2023",Missing,,,,Missing,,,,Missing,,,,lose,Newcastle,-4.0,win,Everton,4.0,win,Burnley,2.0,Missing,,,,win,Brighton,5.0,7.3,Missing,,,,,7.3,,0.6666666666666666,
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78.0,Foot injury,"Oct 4, 2023","Nov 24, 2023",win,Brighton,5.0,7.3,Missing,,,,Missing,,,,draw,Wolves,0.0,win,West Ham,3.0,win,Luton Town,2.0,Missing,,,,Missing,,,,win,Man City,1.0,5.2,7.3,5.2,5.0,1.6666666666666667,3.333333333333333
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78.0,Hamstring injury,"Jan 13, 2024","Jan 29, 2024",Missing,,,,win,Burnley,1.0,6.3,lose,Man United,-1.0,5.7,draw,Everton,0.0,lose,Newcastle,-2.0,Missing,,,win,Sheffield,5.0,6.1,lose,Man United,1.0,6.4,win,Fulham,1.0,6.2,6.0,6.233333333333333,0.0,-1.0,1.0
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78.0,Toe injury,"Mar 3, 2024",Present,win,Nottm Forest,2.0,7.2,win,Fulham,1.0,6.2,lose,Man United,-1.0,6.4,lose,Tottenham,-4.0,draw,West Ham,0.0,win,Wolves,2.0,Missing,,,,Missing,,,,Missing,,,,6.6000000000000005,,0.6666666666666666,-0.6666666666666666,1.3333333333333333
Boubacar Kamara,Aston Villa,Defensive Midfielder,24,2023/24,80.0,Knee injury,"Feb 11, 2024",Present,win,Sheffield,5.0,6.6,lose,Newcastle,-2.0,5.6,draw,Everton,0.0,7.2,lose,Man United,-1.0,win,Fulham,1.0,win,Nottm Forest,2.0,Missing,,,,Missing,,,,Missing,,,,6.466666666666666,,1.0,0.6666666666666666,0.33333333333333337
Philippe Coutinho,Aston Villa,Attacking Midfielder,32,2023/24,79.0,Hamstring injury,"Aug 20, 2023","Sep 25, 2023",win,Everton,1.0,5.0,lose,Newcastle,-5.0,6.0,Missing,,,,win,Burnley,2.0,lose,Liverpool,-3.0,win,Crystal Palace,2.0,Missing,,,,Missing,,,,Missing,,,,5.5,,-2.0,0.3333333333333333,-2.3333333333333335
Joel Pereria,Man United,Goalkeeper,24,2019/20,66.0,Back injury,"Aug 2, 2019","Aug 16, 2019",Missing,,,,Missing,,,,Missing,,,,win,Chelsea,4.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,,,,4.0,
Harry Maguire,Man United,Center Back,27,2020/21,80.0,Ankle injury,"May 9, 2021","Jun 13, 2021",win,Burnley,3.0,6.7,draw,Leeds,0.0,6.8,win,Aston Villa,3.0,6.6,lose,Leicester,-1.0,lose,Liverpool,-2.0,draw,Fulham,0.0,Missing,,,,Missing,,,,Missing,,,,6.7,,2.0,-1.0,3.0
Harry Maguire,Man United,Center Back,28,2021/22,80.0,Calf injury,"Sep 25, 2021","Oct 15, 2021",win,Wolves,1.0,7.4,win,Newcastle,4.0,7.9,win,West Ham,1.0,7.0,draw,Everton,0.0,Missing,,,Missing,,,lose,Leicester,-2.0,6.2,lose,Liverpool,-5.0,6.8,win,Tottenham,3.0,4.1,7.433333333333334,5.7,2.0,0.0,2.0
Harry Maguire,Man United,Center Back,28,2021/22,80.0,Chest injury,"Jan 1, 2022","Jan 14, 2022",win,Burnley,2.0,6.4,draw,Newcastle,0.0,6.2,Missing,,,,lose,Wolves,-1.0,Missing,,,Missing,,,win,Brentford,0.0,5.5,win,West Ham,1.0,6.8,draw,Burnley,0.0,6.4,6.300000000000001,6.233333333333334,1.0,-1.0,2.0
Harry Maguire,Man United,Center Back,28,2021/22,80.0,Knee problems,"Apr 26, 2022","May 3, 2022",lose,Everton,1.0,6.2,win,Norwich City,1.0,5.6,lose,Liverpool,4.0,6.1,draw,Chelsea,0.0,win,Brentford,3.0,Missing,,,lose,Brighton,-4.0,7.5,lose,Crystal Palace,-1.0,6.5,Missing,,,,5.966666666666666,7.0,2.0,1.5,0.5
Harry Maguire,Man United,Center Back,29,2022/23,80.0,Hamstring injury,"Sep 26, 2022","Oct 25, 2022",win,Arsenal,2.0,6.4,lose,Brentford,-4.0,5.4,lose,Brighton,-1.0,6.7,lose,Man City,-3.0,win,Everton,1.0,draw,Newcastle,0.0,win,West Ham,1.0,6.5,lose,Aston Villa,-2.0,7.2,win,Fulham,1.0,4.0,6.166666666666667,5.8999999999999995,-1.0,-0.6666666666666666,-0.33333333333333337
Victor Lindelof,Man United,Center Back,25,2019/20,78.0,Ill,"Jan 20, 2020","Jan 25, 2020",lose,Arsenal,-2.0,5.9,win,Norwich City,4.0,6.6,lose,Liverpool,-2.0,6.3,lose,Burnley,-2.0,Missing,,,Missing,,,draw,Wolves,0.0,6.8,win,Watford,3.0,6.1,draw,Everton,0.0,5.9,6.266666666666667,6.266666666666666,0.0,-2.0,2.0
Victor Lindelof,Man United,Center Back,26,2020/21,78.0,Back injury,"Dec 27, 2020","Jan 6, 2021",draw,Leicester,0.0,6.4,win,Leeds,4.0,6.8,win,Sheffield,1.0,6.8,win,Wolves,1.0,win,Aston Villa,1.0,Missing,,,draw,Liverpool,0.0,6.9,draw,Arsenal,0.0,7.4,win,Southampton,9.0,6.6,6.666666666666667,6.966666666666666,1.6666666666666667,1.0,0.6666666666666667
Victor Lindelof,Man United,Center Back,26,2021/22,78.0,Coronavirus,"Dec 26, 2021","Jan 5, 2022",win,Arsenal,1.0,6.2,win,Crystal Palace,1.0,7.0,win,Norwich City,1.0,5.6,draw,Newcastle,0.0,win,Burnley,2.0,lose,Wolves,-1.0,draw,Aston Villa,0.0,6.5,win,Brentford,2.0,6.7,Missing,,,,6.266666666666666,6.6,1.0,0.3333333333333333,0.6666666666666667
Victor Lindelof,Man United,Center Back,27,2021/22,78.0,Ill,"Jan 31, 2022","Feb 7, 2022",draw,Aston Villa,0.0,6.5,win,Brentford,2.0,6.7,Missing,,,,win,West Ham,1.0,Missing,,,Missing,,,win,Brighton,2.0,6.7,win,Leeds,2.0,5.2,draw,Watford,0.0,6.1,6.6,6.0,1.0,1.0,0.0
Victor Lindelof,Man United,Center Back,28,2022/23,78.0,Back problems,"Aug 7, 2022","Aug 31, 2022",Missing,,,,Missing,,,,Missing,,,,lose,Brighton,-1.0,lose,Brentford,-4.0,win,Liverpool,1.0,lose,Man City,-3.0,5.4,win,Everton,1.0,6.8,Missing,,,,,6.1,,-1.3333333333333333,
Eric Bailly,Man United,Center Back,26,2019/20,77.0,Knee surgery,"Jul 25, 2019","Jan 10, 2020",Missing,,,,Missing,,,,Missing,,,,win,Chelsea,4.0,draw,Wolves,0.0,lose,Crystal Palace,-1.0,win,Chelsea,2.0,5.1,win,Man City,2.0,0.0,draw,Tottenham,0.0,0.0,,1.7,,1.0,
Eric Bailly,Man United,Center Back,26,2019/20,77.0,Neck injury,"Jul 20, 2020","Jul 25, 2020",win,Bournemouth,3.0,5.2,draw,Tottenham,0.0,5.6,win,Man City,2.0,6.1,draw,West Ham,0.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,5.633333333333333,,1.6666666666666667,0.0,1.6666666666666667
Eric Bailly,Man United,Center Back,27,2020/21,77.0,Muscle injury,"Oct 18, 2020","Dec 1, 2020",lose,Brighton,1.0,6.1,win,Tottenham,-5.0,4.4,lose,Newcastle,3.0,5.1,draw,Chelsea,0.0,lose,Arsenal,-1.0,win,Everton,2.0,draw,Leicester,0.0,6.8,win,Wolves,1.0,7.4,win,Aston Villa,1.0,6.3,5.2,6.833333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666
Eric Bailly,Man United,Center Back,27,2020/21,77.0,Knock,"Jan 21, 2021","Mar 25, 2021",win,Fulham,1.0,5.1,win,Burnley,1.0,4.2,win,Aston Villa,1.0,6.3,lose,Sheffield,-1.0,draw,Everton,0.0,Missing,,,draw,Crystal Palace,0.0,6.8,Missing,,,,Missing,,,,5.2,6.8,1.0,-0.5,1.5
Eric Bailly,Man United,Center Back,27,2020/21,77.0,Coronavirus,"Mar 31, 2021","Apr 20, 2021",draw,Crystal Palace,0.0,6.8,Missing,,,,Missing,,,,win,Brighton,1.0,win,Tottenham,2.0,win,Burnley,2.0,win,Aston Villa,2.0,6.3,lose,Leicester,-1.0,4.4,lose,Liverpool,-2.0,5.6,6.8,5.433333333333333,0.0,1.6666666666666667,-1.6666666666666667
Eric Bailly,Man United,Center Back,28,2021/22,77.0,Ankle injury,"Feb 3, 2022","Feb 16, 2022",win,Burnley,2.0,6.5,win,Norwich City,1.0,4.4,Missing,,,,draw,Burnley,0.0,draw,Southampton,0.0,win,Burnley,2.0,Missing,,,,Missing,,,,Missing,,,,5.45,,1.5,0.6666666666666666,0.8333333333333334
Axel Tuanzebe,Man United,Center Back,22,2019/20,73.0,Hip injury,"Oct 19, 2019","Nov 23, 2019",win,Leicester,1.0,4.4,draw,Arsenal,0.0,5.8,lose,Newcastle,-1.0,6.7,draw,Liverpool,0.0,win,Norwich City,2.0,lose,Bournemouth,-1.0,draw,Sheffield,0.0,4.6,win,Man City,1.0,5.2,Missing,,,,5.633333333333333,4.9,0.0,0.3333333333333333,-0.3333333333333333
Axel Tuanzebe,Man United,Center Back,22,2019/20,73.0,Hamstring strain,"Dec 18, 2019","Mar 5, 2020",draw,Sheffield,0.0,4.6,win,Man City,1.0,5.2,Missing,,,,lose,Watford,-2.0,win,Newcastle,3.0,win,Burnley,2.0,Missing,,,,Missing,,,,Missing,,,,4.9,,0.5,1.0,-0.5
Axel Tuanzebe,Man United,Center Back,23,2020/21,73.0,Ankle injury,"Jun 18, 2020","Oct 19, 2020",Missing,,,,Missing,,,,Missing,,,,lose,Crystal Palace,-2.0,win,Brighton,1.0,lose,Tottenham,-5.0,win,Everton,2.0,6.5,Missing,,,,Missing,,,,,6.5,,-2.0,
Axel Tuanzebe,Man United,Center Back,24,2022/23,73.0,unknown injury,"Jul 13, 2022","Jan 23, 2023",win,Everton,2.0,4.6,Missing,,,,Missing,,,,lose,Brighton,-1.0,lose,Brentford,-4.0,win,Liverpool,1.0,Missing,,,,Missing,,,,Missing,,,,4.6,,2.0,-1.3333333333333333,3.333333333333333
Phil Jones,Man United,Center Back,28,2019/20,70.0,Knock,"Sep 26, 2019","Oct 19, 2019",Missing,,,,Missing,,,,Missing,,,,draw,Arsenal,0.0,lose,Newcastle,-1.0,Missing,,,draw,Sheffield,0.0,5.7,Missing,,,,Missing,,,,,5.7,,-0.5,
Phil Jones,Man United,Center Back,28,2019/20,70.0,Knee injury,"Jun 12, 2020","Sep 9, 2021",lose,Burnley,-2.0,4.4,Missing,,,,Missing,,,,draw,Tottenham,0.0,win,Sheffield,3.0,win,Brighton,3.0,Missing,,,,Missing,,,,Missing,,,,4.4,,-2.0,2.0,-4.0
Luke Shaw,Man United,Left Back,24,2019/20,83.0,Hamstring injury,"Aug 24, 2019","Oct 7, 2019",win,Chelsea,4.0,7.2,draw,Wolves,0.0,7.5,lose,Crystal Palace,-1.0,6.1,draw,Southampton,0.0,win,Leicester,1.0,lose,West Ham,-2.0,draw,Aston Villa,0.0,5.6,win,Tottenham,1.0,4.6,win,Man City,1.0,6.3,6.933333333333333,5.5,1.0,-0.3333333333333333,1.3333333333333333
Luke Shaw,Man United,Left Back,24,2019/20,83.0,Muscle injury,"Oct 18, 2019","Nov 27, 2019",win,Chelsea,4.0,7.2,draw,Wolves,0.0,7.5,lose,Crystal Palace,-1.0,6.1,draw,Liverpool,0.0,win,Norwich City,2.0,lose,Bournemouth,-1.0,draw,Aston Villa,0.0,5.6,win,Tottenham,1.0,4.5,win,Man City,1.0,6.3,6.933333333333333,5.466666666666666,1.0,0.3333333333333333,0.6666666666666667
Luke Shaw,Man United,Left Back,25,2020/21,83.0,Ankle injury,"Jul 14, 2020","Sep 11, 2020",win,Bournemouth,3.0,5.2,win,Aston Villa,3.0,6.8,draw,Southampton,0.0,5.6,win,Crystal Palace,2.0,draw,West Ham,0.0,win,Leicester,2.0,lose,Crystal Palace,-2.0,6.2,win,Brighton,1.0,6.2,lose,Tottenham,-5.0,5.2,5.866666666666667,5.866666666666667,2.0,1.3333333333333333,0.6666666666666667
Luke Shaw,Man United,Left Back,25,2020/21,83.0,Hamstring injury,"Nov 7, 2020","Dec 7, 2020",draw,Chelsea,0.0,6.8,lose,Arsenal,-1.0,6.8,win,Everton,2.0,7.5,win,West Brom,1.0,win,Southampton,1.0,win,West Ham,2.0,draw,Man City,0.0,7.3,win,Leeds,4.0,6.1,draw,Leicester,0.0,7.0,7.033333333333334,6.8,0.3333333333333333,1.3333333333333333,-1.0
Luke Shaw,Man United,Left Back,26,2021/22,83.0,Head injury,"Nov 20, 2021","Dec 7, 2021",win,Tottenham,3.0,6.9,lose,Man City,-2.0,5.0,lose,Watford,-3.0,5.0,draw,Chelsea,0.0,win,Arsenal,1.0,win,Crystal Palace,1.0,win,Burnley,2.0,7.4,lose,Wolves,-1.0,5.6,Missing,,,,5.633333333333333,6.5,-0.6666666666666666,0.6666666666666666,-1.3333333333333333
Luke Shaw,Man United,Left Back,26,2021/22,83.0,Hamstring injury,"Jan 18, 2022","Jan 31, 2022",win,Burnley,2.0,7.4,lose,Wolves,-1.0,5.6,Missing,,,,draw,Aston Villa,0.0,win,Brentford,2.0,win,West Ham,1.0,draw,Burnley,0.0,7.4,draw,Southampton,0.0,6.5,win,Brighton,2.0,6.9,6.5,6.933333333333334,0.5,1.0,-0.5
Luke Shaw,Man United,Left Back,26,2021/22,83.0,Coronavirus,"Mar 2, 2022","Mar 16, 2022",win,Brighton,2.0,6.9,win,Leeds,2.0,5.2,draw,Watford,0.0,5.4,lose,Man City,-3.0,win,Tottenham,1.0,Missing,,,draw,Leicester,0.0,5.6,Missing,,,,Missing,,,,5.833333333333333,5.6,1.3333333333333333,-1.0,2.333333333333333
Luke Shaw,Man United,Left Back,26,2021/22,83.0,Leg injury,"Apr 2, 2022","May 13, 2022",draw,Leicester,0.0,5.6,Missing,,,,Missing,,,,lose,Everton,-1.0,win,Norwich City,1.0,lose,Liverpool,-4.0,lose,Brighton,-1.0,6.9,lose,Brentford,-4.0,4.2,Missing,,,,5.6,5.550000000000001,0.0,-1.3333333333333333,1.3333333333333333
Luke Shaw,Man United,Left Back,27,2022/23,83.0,unknown injury,"Apr 6, 2023","Apr 19, 2023",draw,Southampton,0.0,4.2,lose,Newcastle,-2.0,7.0,win,Brentford,1.0,5.3,win,Everton,2.0,win,Nottm Forest,2.0,Missing,,,draw,Tottenham,0.0,7.7,win,Aston Villa,1.0,5.8,lose,Brighton,-1.0,6.2,5.5,6.566666666666666,-0.3333333333333333,2.0,-2.3333333333333335
Brandon Williams,Man United,Left Back,19,2019/20,72.0,Head injury,"Jul 14, 2020","Jul 18, 2020",win,Brighton,3.0,6.4,win,Aston Villa,3.0,6.2,draw,Southampton,0.0,6.0,win,Crystal Palace,2.0,Missing,,,Missing,,,draw,West Ham,0.0,5.6,win,Leicester,2.0,6.1,Missing,,,,6.2,5.85,2.0,2.0,0.0
Aaron Wan-Bissaka,Man United,Right Back,22,2019/20,80.0,Tonsillitis,"Sep 27, 2019","Oct 19, 2019",draw,Southampton,0.0,7.6,win,Leicester,1.0,6.3,lose,West Ham,-2.0,6.6,draw,Arsenal,0.0,lose,Newcastle,-1.0,Missing,,,draw,Liverpool,0.0,6.1,win,Norwich City,2.0,7.3,lose,Bournemouth,-1.0,6.7,6.833333333333333,6.699999999999999,-0.3333333333333333,-0.5,0.16666666666666669
Aaron Wan-Bissaka,Man United,Right Back,23,2021/22,80.0,Hand injury,"Nov 29, 2021","Dec 4, 2021",lose,Man City,-2.0,6.0,lose,Watford,-3.0,6.1,draw,Chelsea,0.0,6.0,win,Arsenal,1.0,Missing,,,Missing,,,win,Burnley,2.0,6.3,lose,Wolves,-1.0,6.4,Missing,,,,6.033333333333334,6.35,-1.6666666666666667,1.0,-2.666666666666667
Aaron Wan-Bissaka,Man United,Right Back,23,2021/22,80.0,Ill,"Jan 14, 2022","Jan 23, 2022",win,Burnley,2.0,6.3,lose,Wolves,-1.0,6.4,Missing,,,,draw,Aston Villa,0.0,win,Brentford,2.0,win,West Ham,1.0,win,Leeds,2.0,5.9,draw,Watford,0.0,6.1,lose,Man City,-3.0,6.0,6.35,6.0,0.5,1.0,-0.5
